time,months_until_fear,months_until_euphoria,fear_window_24m,fear_window_36m,euphoria_window_24m,euphoria_window_36m,confidence_fear,confidence_euphoria,confidence,fear_period_months,euphoria_period_months,fear_phase,euphoria_phase
1973-06-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-07-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-08-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-09-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-10-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-11-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1973-12-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-01-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-02-28,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-03-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-04-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-05-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-06-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-07-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-08-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-09-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-10-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-11-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1974-12-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-01-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-02-28,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-03-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-04-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-05-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-06-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-07-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-08-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-09-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-10-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-11-30,,,0,0,0,0,0.0,0.0,0.0,,,,
1975-12-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1976-01-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1976-02-29,,,0,0,0,0,0.0,0.0,0.0,,,,
1976-03-31,,,0,0,0,0,0.0,0.0,0.0,,,,
1976-04-30,,,0,0,0,0,0.0,0.0,0.0,,,,
